2022-05-14 23:59:56+00:00,"semangat tim thomas cup buat finalnya hari ini, semoga semua match yg terjadi hari ini diberikan yg terbaik dan selesai tanpa cedera apapun yaaah. bismillah jd winner lagi but kalaupun memang rezekinya di runner up ya it's ok🥹🥹🥹🫶🏻🫶🏻🫶🏻🫶🏻"
2022-05-14 23:59:44+00:00,Hari ini Final Thomas Cup ✨
2022-05-14 23:59:28+00:00,"Fantastis, ini Nilai Bonus Thomas Cup 2022 Jika Kevin Sanjaya cs Keluar Sebagai Juara https://t.co/oPDj1du38R Japan Melissa #UberCup2022 Ukraine #TUC2022 #ThomasCup2022 Ginting Jonathan Vito Ahsan Hendra Fajri"
2022-05-14 23:59:20+00:00,"final thomas cup nanti kalau BL IND ajak gaduh dgn BL INA, kena hadap BL MAS jugak🤣🤣🤣"
2022-05-14 23:59:10+00:00,@akulahgemini Kuy. Yang menang bisa ikut Thomas cup wkwk
2022-05-14 23:59:06+00:00,takut bgt hari ini final thomas cup UDAH KAYAK W YG BAKAL MAIN AJ pdhl cm nonton 😭😭😭
2022-05-14 23:59:02+00:00,"boleh nggak ya nanti ijin pulang duluan, mau nonton final Thomas Cup anjr😭😭"
2022-05-14 23:58:59+00:00,"final thomas cup nanti kalau BL IND ajak gaduh dgn BL INA, kena hadap BL MAS jugak🤣🤣🤣"
2022-05-14 23:58:36+00:00,"Joging, olahraga pagi, persiapan buat jantung biar aman buat nonton final Thomas Cup 2022! 

Semagat team Thomas cup!! 💪
Smg bawa pulang emas!"
2022-05-14 23:58:05+00:00,Hendra Setiawan Berperan Penting dalam Penampilan Anthony Ginting di Laga Thomas Cup 2022 https://t.co/FGsYMtvKua
2022-05-14 23:57:24+00:00,"final thomas cup nanti kalau BL IND ajak gaduh dgn BL INA, kena hadap BL MAS jugak🤣🤣🤣"
2022-05-14 23:57:18+00:00,"Jangan sampai terlewat siang hari ini pukul: 13.00 WIB Final Thomas Cup Indonesia vs India live MNC dan iNews TV #BadmintonIndonesia 
#FinalThomasCup2022"
2022-05-14 23:56:53+00:00,"Semua kemain ketawa joke jia jadi tim tulang punggung. Ingat eh jia, yg kau rasa skrg tu juga ape yg DLCW rasa dulu. You jadi ms2 thomas cup dulu pun ga waras juga😂"
2022-05-14 23:56:44+00:00,"@FantasticBeard_ @ZonaBulutangkis Tahun2 awal thomas cup, wajar sih wktu itu  indonesia n china msh struggle urusan dlm negerinya blm mikirin bulutangkis.."
2022-05-14 23:55:33+00:00,"Bicara soal Thomas Cup dan Uber Cup, tiba-tiba teringat Tahir Djide. Salah satu pelatih fisik paling harum namanya di dunia bulutangkis. Pria asal Sidrap ini terkenal sangat keras. Bahkan ada yg menyebut, latihannya mirip latihan tentara. https://t.co/4OB3thWoII"
2022-05-14 23:54:55+00:00,"Profil dan Biodata Lengkap Para Pemain Indonesia yang Berlaga di Final Thomas Cup 2022 https://t.co/lpjlp4vjlw

#BadmintonIndonesia 
#ThomasCup2022"
2022-05-14 23:54:39+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:54:39+00:00,"https://t.co/wDIXm1a8vK| Susunan pemain Indonesia yang akan diturunkan pada pertandingan final #ThomasCup2022  melawan India, akan diumumkan pada Minggu (15/5) pagi atau sekitar empat jam sebelum partai puncak"
2022-05-14 23:53:09+00:00,"Semoga jantung aman hari ini menyambut Final Thomas Cup

INDONESIA vs INDIA

#ThomasCup2022 
#BadmintonIndonesia"
2022-05-14 23:52:49+00:00,"https://t.co/wDIXm1a8vK| Susunan pemain Indonesia yang akan diturunkan pada pertandingan final #ThomasCup2022  melawan India, akan diumumkan pada Minggu (15/5) pagi atau sekitar empat jam sebelum partai puncak"
2022-05-14 23:51:19+00:00,"@shintensin Kaget, tp aamiin bgt. Semoga Allah permudah jalan team Indonesia untuk meraih kembali winner thomas cup 2022"
2022-05-14 23:50:47+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:50:05+00:00,"Jadwal dan Prediksi Final Thomas Cup Indonesia vs India, AADC (Ada Apa dengan Christie)? https://t.co/CVRAZGPH7l"
2022-05-14 23:49:49+00:00,"Mumpung lagi ada drama bertema badminton #LoveAllPlay &amp; kebetulan lagi ada event Thomas-Uber Cup 2022, mimin mau bahas dikiitt soal judul &amp; istilah badminton di drama ini https://t.co/ky0rnFygtJ"
2022-05-14 23:48:47+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:47:15+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:46:56+00:00,Gelut aja dah kita perkara final Thomas Cup ini. https://t.co/ueHdlotazL
2022-05-14 23:44:27+00:00,"Mumpung lagi ada drama bertema badminton #LoveAllPlay &amp; kebetulan lagi ada event Thomas-Uber Cup 2022, mimin mau bahas dikiitt soal judul &amp; istilah badminton di drama ini https://t.co/ky0rnFygtJ"
2022-05-14 23:43:35+00:00,"Terima kasih teman-teman. Semoga Tim Indonesia dilancarkan untuk final Thomas Cup besok. Tahun lalu bendera PBSI yang berkibar di puncak, bismillah tahun ini giliran bendera Indonesia 🔥🔥🔥 https://t.co/hwgzuy54Ds"
2022-05-14 23:43:17+00:00,"final thomas cup nanti kalau BL IND ajak gaduh dgn BL INA, kena hadap BL MAS jugak🤣🤣🤣"
2022-05-14 23:43:13+00:00,Jaga tp di kaber gaada wifi ini gmn aku streaming Thomas Cup nanti siang huft
2022-05-14 23:42:43+00:00,"Indonesia Bisa!LIVE FINAL THOMAS CUP 2022,INDONESIA 🇮🇩 vs INDIA 🇮🇳 pukul 13.00 wib, MNC TV &amp; I NewsTV Mudah2x an INA mampu membawa pulang lg Piala Thomas krn skrg Bendera Merah Putih sdh bisa dikibarkan!This is The Moment!Menurut kalian Line Up Pemain INA akan tetap atau berubah? https://t.co/QffSP22pKc"
2022-05-14 23:42:24+00:00,"Sbg penonton netral, menonton Final Uber Cup 2022 memang menyenangkan dan tentu yg diharap-harapkan bisa berlangsung seperti ini. Tp klo besok di Final Thomas Cup sih jangan sampai seperti ini, Indonesia bisa menang lebih cepat akan lebih bagus, biar tdk pingsan penontonnya. 😅"
2022-05-14 23:42:10+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:41:54+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:41:51+00:00,Jadwal Siaran Langsung Indonesia vs India di Final Thomas Cup https://t.co/mospz8AvAC
2022-05-14 23:40:45+00:00,"Sbg penonton netral, menonton Final Uber Cup 2022 memang menyenangkan dan tentu yg diharap-harapkan bisa berlangsung seperti ini. Tp klo besok di Final Thomas Cup sih jangan sampai seperti ini, Indonesia bisa menang lebih cepat akan lebih bagus, biar tdk pingsan penontonnya. 😅"
2022-05-14 23:40:19+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:40:12+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:40:11+00:00,fyp tiktokku isinya kemenangan thomas cup tahun lalu...nangis bgt pagi2. semoga kejadian itu terulang lagi hari ini. ada aamiin?🥹
2022-05-14 23:40:01+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:39:57+00:00,BEGADANG GUE GA SIA2. IN VITO WE TRUST! KITA KE FINAL THOMAS CUP GENGSSSSS https://t.co/Q4ZMGph7xg
2022-05-14 23:39:31+00:00,Jadwal Siaran Langsung Indonesia vs India di Final Thomas Cup https://t.co/mospz8AvAC
2022-05-14 23:39:22+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:38:49+00:00,"Thomas Cup 2022 - FINAL

Indonesia vs India

#ThomasCup2022 #ThomasUberCup2022 #TUC2022 #Bangkok2022 #BadmintonIndonesia #Badminton #ThomasUberCups #ThomasCup https://t.co/nLYQrFJBrn"
2022-05-14 23:38:48+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:38:13+00:00,"final thomas cup nanti kalau BL IND ajak gaduh dgn BL INA, kena hadap BL MAS jugak🤣🤣🤣"
2022-05-14 23:37:41+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:37:30+00:00,"Sbg penonton netral, menonton Final Uber Cup 2022 memang menyenangkan dan tentu yg diharap-harapkan bisa berlangsung seperti ini. Tp klo besok di Final Thomas Cup sih jangan sampai seperti ini, Indonesia bisa menang lebih cepat akan lebih bagus, biar tdk pingsan penontonnya. 😅"
2022-05-14 23:37:29+00:00,"Terima kasih teman-teman. Semoga Tim Indonesia dilancarkan untuk final Thomas Cup besok. Tahun lalu bendera PBSI yang berkibar di puncak, bismillah tahun ini giliran bendera Indonesia 🔥🔥🔥 https://t.co/hwgzuy54Ds"
2022-05-14 23:37:23+00:00,[ #BIRDJAPAN ; semifinal thomas uber cup 2022 recap ] https://t.co/AkkA0Ygjo0
2022-05-14 23:37:13+00:00,"*intermezzo*

Selamat buat Tim Uber Korea yang sukses meraih Uber Cup 2022 🎉

Semoga prestasinya menular ke Tim Thomas INA besok 💪 https://t.co/4RrVO6qOQC"
2022-05-14 23:36:58+00:00,"Sekarang benar-benar bucin dengan dunia badminton. 
Ayang aja nggak ditanyaian kabar
Semoga Thomas Cup tetap betah di Indonesia. 
Selamat berjuang tim Thomas ✨"
2022-05-14 23:36:55+00:00,"Coba jadi fansnya Zii Jia, biar tau gmna rasanya gagal SF thomas cup padahal menang mulu😁 uda bukan paling tersakiti lagi kayaknya."
2022-05-14 23:36:47+00:00,Bingung ntar mau ntn timnas apa thomas cup wkwk... Yg satu final yg satu partai hidup mati wkwkwk
2022-05-14 23:36:42+00:00,"Jadwal dan Prediksi Final Thomas Cup Indonesia vs India, AADC (Ada Apa dengan Christie)? https://t.co/KYZ8ot4SI6"
2022-05-14 23:36:10+00:00,"Sbg penonton netral, menonton Final Uber Cup 2022 memang menyenangkan dan tentu yg diharap-harapkan bisa berlangsung seperti ini. Tp klo besok di Final Thomas Cup sih jangan sampai seperti ini, Indonesia bisa menang lebih cepat akan lebih bagus, biar tdk pingsan penontonnya. 😅"
2022-05-14 23:33:53+00:00,"siapa yg udah deg-degan sama final thomas cup dari sekarang?

saya bang ☝🏻"
2022-05-14 23:33:37+00:00,"Uber cup boleh berdarah-darah, tapi tolong yaa besok thomas cup jan begitu, kasihanilah kami, kasihanilah jantung kami dan segenap jiwa raga 😭🙏"
2022-05-14 23:33:37+00:00,santai sebelum tegang nonton final thomas cup 🥲 https://t.co/pelDjkHSJ1
2022-05-14 23:32:23+00:00,"Hari ini final thomas cup ya
Ya Allah deg2an"
2022-05-14 23:31:59+00:00,Siap untuk sport jantung hari ini. Final Thomas Cup Indonesia vs India dan sepakbola SEA Games Indonesia vs Myanmar.
2022-05-14 23:31:59+00:00,Siap untuk sport jantung hari ini. Final Thomas Cup Indonesia vs India dan sepakbola SEA Games Indonesia vs Myanmar.
